State, FIPS,Met_Healthy_People_Objective of,"Age_Adjusted_Incidence_Rate_cases_per_100,000","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval",Average_Annual_Count,Recent_Trend,"Recent_5_Year_Trend_in_Incidence_Rates","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval"
"Clinton County, New York(7,8)",36019,***,2289.5 ,2169.8, 2414.1,279,falling,-5.0 ,-9.2, -0.5
"Logan County, Kentucky(7,8)",21141,***,2289.4 ,2095.8, 2496.2,105,stable,-0.3 ,-1.8, 1.1
"Sawyer County, Wisconsin(6,10)",55113,***,2289.1 ,2073.2, 2521.3,85,stable,2.0 ,-1.0, 5.2
"Russell County, Kentucky(7,8)",21207,***,2288.3 ,2061.4, 2533.5,75,stable,-0.0 ,-1.0, 1.0
"Shasta County, California(7,8)",06089,***,2288 ,2214.9, 2362.9,757,falling,-0.7 ,-1.3, -0.1
"Racine County, Wisconsin(6,10)",55101,***,2287.5 ,2208.3, 2368.8,648,stable,0.4 ,-2.4, 3.2
"Greene County, Illinois(6,10)",17061,***,2287.3 ,2026.5, 2572.4,56,stable,9.6 ,-2.3, 22.9
"Pierce County, Washington(7,8)",53053,***,2287.3 ,2245.1, 2330.1,2316,falling,-1.3 ,-1.8, -0.8
"Haakon County, South Dakota(6,10)",46055,***,2287.2 ,1688.2, 3028.4,10,stable,-8.5 ,-29.3, 18.3
"Jay County, Indiana(6,10)",18075,***,2287.1 ,2064.5, 2527.2,78,stable,-2.5 ,-6.6, 1.8
"Surry County, Virginia(6,10)",51181,***,2284.1 ,1914.9, 2703.7,28,stable,-0.2 ,-15.1, 17.2
"Codington County, South Dakota(6,10)",46029,***,2283.9 ,2084.9, 2496.7,99,stable,-1.2 ,-8.8, 7.1
"Yazoo County, Mississippi(6,10)",28163,***,2283 ,2063.1, 2519.8,80,stable,1.2 ,-12.1, 16.6
"Emmet County, Iowa(7,8)",19063,***,2282.4 ,1981.6, 2615.6,43,stable,-0.2 ,-0.9, 0.4
"Camden County, New Jersey(7,8)",34007,***,2282.4 ,2232.4, 2333.3,1635,falling,-9.4 ,-13.1, -5.5
"Waynesboro City, Virginia(6,10)",51820,***,2282.3 ,2071.9, 2508.3,87,stable,2.1 ,-12.1, 18.6
"Garvin County, Oklahoma(6,10)",40049,***,2281.9 ,2092.8, 2483.4,108,stable,-4.9 ,-13.4, 4.4
"Osceola County, Michigan(6,10)",26133,***,2281.8 #  ,2085.4, 2492,101,stable,-2.5 ,-22.8, 23.1
"Robertson County, Kentucky(7,8)",21201,***,2281.8 ,1700.2, 2997.4,10,stable,0.9 ,-2.6, 4.5
"Wexford County, Michigan(6,10)",26165,***,2281.3 #  ,2105.9, 2467.4,128,falling,-5.1 ,-9.7, -0.1
"Nicholas County, Kentucky(7,8)",21181,***,2281.2 ,1907.3, 2707.4,27,stable,0.4 ,-2.1, 3.1
"Duval County, Florida(6,10)",12031,***,2280.7 ,2240.5, 2321.5,2537,stable,-1.9 ,-4.9, 1.3
"Randolph County, North Carolina(6,10)",37151,***,2280.7 ,2192.1, 2371.9,514,stable,-1.5 ,-4.8, 1.8
"Johnson County, Kentucky(7,8)",21115,***,2280.4 ,2061, 2517,82,stable,-0.0 ,-1.1, 1.1
"Montgomery County, Illinois(6,10)",17135,***,2280.1 ,2099.6, 2471.8,121,stable,5.1 ,-5.9, 17.3
"Chippewa County, Wisconsin(6,10)",55017,***,2280 ,2147.8, 2418.2,228,stable,1.3 ,-5.4, 8.4
"Kent County, Delaware(6,10)",10001,***,2279.4 ,2196.9, 2364.3,590,stable,-2.2 ,-5.1, 0.7
"Jasper County, Georgia(7)",13159,***,2279.3 ,1994.5, 2594.1,49,*,*,*,*
"Schuyler County, Illinois(6,10)",17169,***,2279.1 ,1940.5, 2659.5,33,stable,4.1 ,-12.4, 23.8
"Edmonson County, Kentucky(7,8)",21061,***,2277.6 ,2002.6, 2580.1,51,stable,0.3 ,-0.9, 1.5
"Tehama County, California(7,8)",06103,***,2277.1 ,2152.2, 2407.4,253,stable,-0.8 ,-1.5, 0.0
"Nassau County, Florida(6,10)",12089,***,2277.1 ,2166.2, 2392.2,333,stable,-0.5 ,-10.5, 10.6
"Skagit County, Washington(7,8)",53057,***,2277.1 ,2186.4, 2370.5,488,falling,-2.3 ,-4.1, -0.5
"Chautauqua County, New York(7,8)",36013,***,2276.4 ,2189.8, 2365.5,534,falling,-4.1 ,-6.9, -1.1
"Grenada County, Mississippi(6,10)",28043,***,2276.3 ,2055.4, 2514.5,79,stable,-5.1 ,-16.4, 7.8
"Garrard County, Kentucky(7,8)",21079,***,2275.2 ,2029.9, 2542.2,64,stable,-5.0 ,-10.9, 1.1
"Jackson County, Georgia(7,8)",13157,***,2275 ,2130, 2427.5,195,stable,0.2 ,-0.8, 1.2
"Kitsap County, Washington(7,8)",53035,***,2274.8 ,2206.4, 2344.7,886,falling,-0.6 ,-0.8, -0.3
"Livingston County, Kentucky(7,8)",21139,***,2274.1 ,1969.8, 2612.6,41,stable,-0.2 ,-1.7, 1.3
"Greenup County, Kentucky(7,8)",21089,***,2273.8 ,2115.4, 2440.8,155,stable,-0.7 ,-1.5, 0.1
"Douglas County, Wisconsin(6,10)",55031,***,2273.7 ,2114.6, 2441.5,156,stable,-1.8 ,-8.6, 5.6
"Polk County, Nebraska(6,10)",31143,***,2273.5 ,1869.8, 2736.7,23,falling,-11.2 ,-19.3, -2.4
"Staunton City, Virginia(6,10)",51790,***,2273.1 ,2085.9, 2472.5,111,stable,-0.2 ,-12.8, 14.1
"Rockingham County, New Hampshire(6,10)",33015,***,2273 ,2209.6, 2337.7,1019,falling,-2.1 ,-4.1, -0.1
"Schuylkill County, Pennsylvania(6,10)",42107,***,2271.9 ,2191.7, 2354.2,622,stable,-1.8 ,-7.0, 3.8
"Sequatchie County, Tennessee(6,10)",47153,***,2271.7 ,2013.3, 2554.4,59,stable,-8.7 ,-20.8, 5.1
"Williamson County, Illinois(6,10)",17199,***,2269.9 ,2148.1, 2396.8,264,stable,1.4 ,-3.2, 6.2
"DeKalb County, Illinois(6,10)",17037,***,2269.5 ,2146.7, 2397.5,262,stable,-0.6 ,-5.7, 4.8
"Clay County, South Dakota(6,10)",46027,***,2269.4 ,1929.4, 2651.3,32,stable,5.8 ,-4.6, 17.2
"Mason County, Washington(7,8)",53045,***,2269.4 ,2150.9, 2392.8,284,falling,-0.8 ,-1.2, -0.5
"Cumberland County, New Jersey(7,8)",34011,***,2269.4 ,2178.8, 2362.8,484,stable,-0.4 ,-0.9, 0.1
"Nassau County, New York(7,8)",36059,***,2268.9 ,2240.5, 2297.6,5049,falling,-0.4 ,-0.8, -0.1
"Grundy County, Iowa(7,8)",19075,***,2268 ,2005.2, 2555.3,55,stable,0.2 ,-0.5, 0.9
"Hernando County, Florida(6,10)",12053,***,2267.9 ,2207.9, 2329,1089,falling,-3.7 ,-6.0, -1.3
"Floyd County, Iowa(7,8)",19067,***,2267.4 ,2039.9, 2513.1,74,stable,-0.2 ,-0.9, 0.6
"Pulaski County, Kentucky(7,8)",21199,***,2267.2 ,2142.4, 2397.5,252,stable,-0.5 ,-1.2, 0.3
"Jessamine County, Kentucky(7,8)",21113,***,2267.2 ,2104, 2439.6,148,stable,-0.2 ,-1.3, 0.8
"Sullivan County, Pennsylvania(6,10)",42113,***,2267 ,1948.6, 2622.6,37,stable,-6.7 ,-16.2, 3.9
"Monroe County, Georgia(7,8)",13207,***,2266.4 ,2067.2, 2479.7,98,stable,0.1 ,-1.4, 1.5
"Clinton County, Kentucky(7,8)",21053,***,2265.8 ,1966.4, 2598.6,42,stable,0.6 ,-1.2, 2.4
"Forsyth County, Georgia(7,8)",13117,***,2265.7 ,2172.3, 2362,474,stable,-0.0 ,-0.6, 0.6
"Will County, Illinois(6,10)",17197,***,2265.4 ,2216.4, 2315.2,1690,stable,-1.0 ,-3.6, 1.6
"Marshall County, Illinois(6,10)",17123,***,2265.1 ,2008.5, 2545.1,57,rising,7.5 ,0.8, 14.6
"Ida County, Iowa(7,8)",19093,***,2263.9 ,1924.4, 2645.1,33,stable,0.4 ,-0.5, 1.2
"Wolfe County, Kentucky(7,8)",21237,***,2263.2 ,1903.8, 2671.5,29,stable,-1.6 ,-3.5, 0.4
"Mercer County, New Jersey(7,8)",34021,***,2261.9 ,2202.9, 2322.2,1148,falling,-0.9 ,-1.4, -0.5
"Cherokee County, Georgia(7,8)",13057,***,2261.9 ,2177.5, 2348.8,594,stable,0.5 ,-0.4, 1.3
"Crittenden County, Kentucky(7,8)",21055,***,2261.9 ,1951.5, 2607.8,39,stable,-0.5 ,-2.1, 1.1
"Breathitt County, Kentucky(7,8)",21025,***,2261.4 ,1967.7, 2587.4,45,stable,1.6 ,-0.5, 3.8
"Ohio County, Kentucky(7,8)",21183,***,2261.1 ,2053.3, 2484.2,89,stable,-0.0 ,-1.0, 1.0
"Valley County, Montana(6,10)",30105,***,2261 ,1939.8, 2619.7,36,stable,4.6 ,-9.6, 21.1
"Lee County, North Carolina(6,10)",37105,***,2261 ,2120.9, 2408,199,rising,3.4 ,1.6, 5.3
"Baldwin County, Georgia(7,8)",13009,***,2260.8 ,2096.4, 2434.7,145,stable,0.3 ,-1.0, 1.7
"Woodford County, Kentucky(7,8)",21239,***,2260.5 ,2047.5, 2489.7,86,falling,-1.4 ,-2.6, -0.2
"Lewis and Clark County, Montana(6,10)",30049,***,2259.9 ,2128.2, 2397.7,232,stable,2.1 ,-2.8, 7.3
"Claiborne County, Tennessee(6,10)",47025,***,2259.6 ,2084.3, 2445.9,128,stable,-0.3 ,-10.9, 11.5
"Louisa County, Virginia(6,10)",51109,***,2259.6 ,2085.1, 2445,131,stable,2.9 ,-8.1, 15.1
"Penobscot County, Maine(6,10)",23019,***,2259.4 ,2175.3, 2345.9,557,stable,0.1 ,-3.2, 3.5
"Rockingham County, North Carolina(6,10)",37157,***,2259.3 ,2157.7, 2364.5,378,stable,-2.0 ,-8.2, 4.5
"Harper County, Oklahoma(6,10)",40059,***,2258.9 ,1774.4, 2833.2,15,stable,8.1 ,-12.2, 33.1
"Fremont County, Iowa(7,8)",19071,***,2258.5 ,1928.6, 2628.6,34,stable,-0.1 ,-0.9, 0.6
"King William County, Virginia(6,10)",51101,***,2257.7 ,1983.8, 2559,51,stable,5.4 ,-19.5, 38.1
"Hamilton County, Illinois(6,10)",17065,***,2256.1 ,1942, 2605.9,37,stable,-7.4 ,-20.4, 7.7
"Harford County, Maryland(6,10)",24025,***,2254.1 ,2183.4, 2326.6,794,stable,0.4 ,-2.4, 3.4
"Washington County, Illinois(6,10)",17189,***,2252.9 ,1999.5, 2529.3,58,stable,-5.6 ,-17.7, 8.2
"Wicomico County, Maryland(6,10)",24045,***,2252.3 ,2142.1, 2366.7,322,stable,-0.2 ,-5.3, 5.2
"Richmond County, New York(7,8)",36085,***,2251.9 ,2200.9, 2303.8,1529,stable,-0.1 ,-0.4, 0.1
"Camp County, Texas(6,10)",48063,***,2251.2 ,1973, 2557.8,48,stable,-6.7 ,-17.6, 5.8
"Chemung County, New York(7,8)",36015,***,2251.1 ,2142.2, 2364,330,falling,-0.9 ,-1.7, -0.2
"Washington County, Ohio(6,10)",39167,***,2250.2 ,2128.8, 2376.6,260,stable,0.7 ,-4.0, 5.7
"Clay County, Indiana(6,10)",18021,***,2249.6 ,2051.7, 2461.4,96,stable,-2.2 ,-14.3, 11.6
"Lafayette Parish, Louisiana(7,8)",22055,***,2248.8 ,2167.5, 2332.4,593,falling,-0.9 ,-1.6, -0.3
"Herkimer County, New York(7,8)",36043,***,2248.8 ,2126.3, 2376.4,259,falling,-0.7 ,-1.3, -0.1
"St. Francois County, Missouri(6,10)",29187,***,2248.6 ,2117.8, 2385.4,223,stable,-0.7 ,-4.7, 3.6
"Livingston County, Illinois(6,10)",17105,***,2248.4 ,2083.9, 2422.3,142,stable,0.1 ,-7.9, 8.9
"Schoharie County, New York(7,8)",36095,***,2248.3 ,2077.8, 2429,132,stable,-0.4 ,-1.2, 0.4
"Sunflower County, Mississippi(6,10)",28133,***,2248 ,2016.3, 2499.1,70,rising,3.6 ,0.1, 7.3
"Blackford County, Indiana(6,10)",18009,***,2247.5 ,1984.7, 2535.3,53,stable,-5.8 ,-25.2, 18.6
"Davie County, North Carolina(6,10)",37059,***,2247.1 ,2099.5, 2402.4,175,stable,-2.0 ,-8.6, 5.2
"Lewis County, West Virginia(6,10)",54041,***,2246.8 ,2015.3, 2497.8,70,stable,-0.2 ,-26.0, 34.7
"Luzerne County, Pennsylvania(6,10)",42079,***,2246.7 ,2192.3, 2302.1,1338,stable,0.6 ,-1.5, 2.8
"Chester County, South Carolina(6,10)",45023,***,2246.5 ,2068.6, 2435.7,122,stable,1.3 ,-4.9, 7.8
"Cayuga County, New York(7,8)",36011,***,2246.4 ,2131.7, 2365.7,297,stable,-0.3 ,-1.3, 0.7
"Calhoun County, Illinois(6,10)",17013,***,2246.3 ,1866.2, 2681.2,25,stable,5.8 ,-16.3, 33.6
"Payette County, Idaho(7,8)",16075,***,2246 ,2036.1, 2471.8,85,stable,0.1 ,-1.3, 1.4
"Webster County, Kentucky(7,8)",21233,***,2245.4 ,1966.4, 2553,48,stable,-0.7 ,-2.1, 0.8
"Owen County, Kentucky(7,8)",21187,***,2245 ,1934.6, 2591.5,39,stable,-0.9 ,-2.6, 0.7
"Seneca County, New York(7,8)",36099,***,2244.4 ,2075.4, 2423.6,134,falling,-1.1 ,-1.9, -0.3
"Milwaukee County, Wisconsin(6,10)",55079,***,2244.3 ,2205.1, 2284.1,2595,stable,0.2 ,-1.7, 2.0
"Buena Vista City, Virginia(6,10)",51530,***,2244.3 ,1874.5, 2666,26,stable,7.4 ,-7.5, 24.6
"Monroe County, Iowa(7,8)",19135,***,2242.5 ,1913.3, 2611.8,34,stable,-0.3 ,-1.0, 0.4
"Ford County, Illinois(6,10)",17053,***,2242 ,1984, 2523.8,57,stable,-3.7 ,-9.1, 2.1
"Laurel County, Kentucky(7,8)",21125,***,2241.9 ,2100, 2391,194,stable,-0.5 ,-1.3, 0.4
"Mills County, Iowa(7,8)",19129,***,2241.8 ,1975, 2534.8,53,stable,-0.5 ,-1.2, 0.3
"East Feliciana Parish, Louisiana(7,8)",22037,***,2241.5 ,2001.4, 2502.9,67,stable,-1.0 ,-2.5, 0.5
"Allegany County, Maryland(6,10)",24001,***,2241.1 ,2130.7, 2355.7,312,stable,0.4 ,-8.0, 9.6
"Strafford County, New Hampshire(6,10)",33017,***,2240.2 ,2137.8, 2346.2,371,stable,-2.2 ,-9.5, 5.8
"Murray County, Oklahoma(6,10)",40099,***,2239.5 ,1984, 2518.7,56,stable,-6.3 ,-26.5, 19.4
"Quitman County, Georgia(7,8)",13239,***,2237 ,1742.2, 2830.7,14,stable,0.2 ,-3.3, 3.7
"Wheeler County, Oregon(6,10)",41069,***,2236.4 ,1658, 2952.6,10,stable,-1.7 ,-36.0, 51.1
"Spalding County, Georgia(7,8)",13255,***,2235.3 ,2104.2, 2372.5,225,stable,0.8 ,-0.1, 1.8
"Carroll County, Iowa(7,8)",19027,***,2235.2 ,2025.6, 2460.3,88,falling,-0.9 ,-1.4, -0.3
"Campbell County, Tennessee(6,10)",47013,***,2235.1 ,2086.6, 2391.5,172,stable,-1.6 ,-10.2, 7.8
"Sweet Grass County, Montana(6,10)",30097,***,2234.8 ,1792.2, 2752.3,18,stable,-1.2 ,-24.2, 28.7
"Paulding County, Georgia(7,8)",13223,***,2234.2 ,2117.2, 2356.2,298,stable,-0.5 ,-1.4, 0.3
"Morehouse Parish, Louisiana(7,8)",22067,***,2234.2 ,2039, 2443,98,stable,-0.8 ,-1.7, 0.0
"Chambers County, Alabama(6,10)",01017,***,2234.1 ,2067.7, 2410.4,136,stable,-1.5 ,-5.4, 2.6
"Marion County, Iowa(7,8)",19125,***,2234.1 ,2057.9, 2421.1,121,stable,0.2 ,-0.3, 0.8
"Fleming County, Kentucky(7,8)",21069,***,2234 ,1963, 2532.2,51,stable,-0.7 ,-2.3, 0.8
"Perry County, Tennessee(6,10)",47135,***,2233.9 ,1911.8, 2594.8,35,stable,2.1 ,-20.5, 31.0
"Shoshone County, Idaho(7,8)",16079,***,2233.7 ,1984.4, 2506,59,stable,-0.9 ,-2.3, 0.5
"Brooks County, Georgia(7,8)",13027,***,2232.9 ,1987.5, 2500.4,62,stable,0.5 ,-1.3, 2.3
"Peach County, Georgia(7,8)",13225,***,2232.5 ,2017.2, 2464.8,81,stable,-0.3 ,-1.8, 1.2
"Wayne County, Michigan(7,8)",26163,***,2231.9 ,2205, 2259,5451,falling,-2.0 ,-2.7, -1.3
"Kenton County, Kentucky(7,8)",21117,***,2231.1 ,2138.5, 2326.7,452,falling,-0.9 ,-1.4, -0.3
"New Kent County, Virginia(6,10)",51127,***,2231.1 ,1977.1, 2509.3,64,stable,-3.0 ,-15.6, 11.6
"Montour County, Pennsylvania(6,10)",42093,***,2231 ,2014.2, 2464.4,80,stable,1.4 ,-1.6, 4.5
"Boyd County, Kentucky(7,8)",21019,***,2230.8 ,2091.5, 2377,193,falling,-1.1 ,-2.0, -0.1
"Hughes County, Oklahoma(6,10)",40063,***,2230.4 ,1970.4, 2514.8,54,stable,-4.1 ,-18.8, 13.3
"Sussex County, Delaware(6,10)",10005,***,2228.5 ,2169.2, 2289.1,1109,stable,-1.2 ,-6.6, 4.5
"Tucker County, West Virginia(6,10)",54093,***,2228.3 ,1913, 2580.8,36,stable,-5.8 ,-16.3, 6.0
"Jackson County, Iowa(7,8)",19097,***,2227.9 ,2016.8, 2455,83,stable,-0.1 ,-0.7, 0.5
"Monroe County, New York(7,8)",36055,***,2227.9 ,2188.6, 2267.7,2535,falling,-0.4 ,-0.8, -0.1
"St. Landry Parish, Louisiana(7,8)",22097,***,2227.9 ,2109.8, 2350.8,270,falling,-1.4 ,-1.8, -0.9
"Cass County, Illinois(6,10)",17017,***,2227.3 ,1949.9, 2532.9,47,stable,-0.4 ,-15.3, 17.1
"Montgomery County, Iowa(7,8)",19137,***,2227 ,1946.2, 2536.6,47,stable,-0.2 ,-0.8, 0.5
"Rush County, Indiana(6,10)",18139,***,2226.5 ,1988.3, 2485.3,64,stable,1.2 ,-12.6, 17.2
"Glenn County, California(7,8)",06021,***,2226.2 ,2023.6, 2443.7,90,stable,-0.6 ,-1.8, 0.6
"Terrebonne Parish, Louisiana(7,8)",22109,***,2225.9 ,2114.7, 2341.5,309,stable,0.5 ,-0.1, 1.1
"Pike County, Kentucky(7,8)",21195,***,2225.8 ,2093.9, 2364,221,stable,-0.7 ,-1.4, 0.1
"Macomb County, Michigan(7,8)",26099,***,2225.3 ,2188.9, 2262.1,2924,falling,-0.7 ,-1.0, -0.4
"Hancock County, Iowa(7,8)",19081,***,2224.9 ,1953.3, 2523.4,50,stable,0.3 ,-0.5, 1.1
"LaPorte County, Indiana(6,10)",18091,***,2224.8 ,2124.7, 2328.3,382,stable,-3.6 ,-7.4, 0.2
"Delaware County, Pennsylvania(6,10)",42045,***,2224.5 ,2178.7, 2270.9,1877,stable,1.5 ,-0.8, 3.8
"Bacon County, Georgia(7,8)",13005,***,2224.3 ,1901.9, 2586.3,35,stable,0.8 ,-2.2, 3.8
"Yellowstone County, Montana(6,10)",30111,***,2224.2 ,2137.9, 2313,517,stable,3.8 ,-2.0, 10.0
"Humphreys County, Tennessee(6,10)",47085,***,2223.4 ,2005.6, 2458.7,78,stable,-4.0 ,-8.2, 0.4
"Sherman County, Oregon(6,10)",41055,***,2223.3 ,1631.3, 2958.3,9,stable,-2.0 ,-27.0, 31.4
"Livingston County, New York(7,8)",36051,***,2223.3 ,2092.6, 2360,222,falling,-1.1 ,-2.0, -0.2
"Butler County, Nebraska(6,10)",31023,***,2223.3 ,1900.1, 2584.8,35,stable,2.2 ,-13.7, 21.0
"Faulkner County, Arkansas(6,10)",05045,***,2223 ,2108.3, 2342.2,291,stable,-2.1 ,-7.4, 3.6
"Clearfield County, Pennsylvania(6,10)",42033,***,2222.7 ,2116.3, 2333,333,stable,1.2 ,-3.7, 6.4
"St. Mary Parish, Louisiana(7,8)",22101,***,2222.5 ,2073.5, 2379.4,168,stable,0.1 ,-0.6, 0.9
"St. Tammany Parish, Louisiana(7,8)",22103,***,2222.4 ,2151.8, 2294.7,782,falling,-1.1 ,-1.6, -0.6
"Thurston County, Washington(7,8)",53067,***,2221.9 ,2154.6, 2290.9,862,falling,-0.4 ,-0.7, -0.1
"Washington County, Nebraska(6,10)",31177,***,2221.9 ,1993, 2469.7,71,stable,-1.9 ,-10.5, 7.5
"Marinette County, Wisconsin(6,10)",55075,***,2221.1 ,2082.6, 2366.4,195,stable,0.7 ,-11.3, 14.4
"Muskogee County, Oklahoma(6,10)",40101,***,2220.2 ,2096.3, 2349.6,244,stable,-2.0 ,-11.4, 8.5
"Marion County, Florida(6,10)",12083,***,2219.7 ,2177, 2262.9,2072,stable,-2.2 ,-5.7, 1.4
"Washington County, Maine(6,10)",23029,***,2219.1 ,2063.6, 2383.4,154,stable,0.2 ,-7.8, 8.8
"Madison County, Georgia(7,8)",13195,***,2219.1 ,2019.9, 2432.8,95,stable,0.5 ,-0.9, 2.0
"Franklin County, Kentucky(7,8)",21073,***,2218.3 ,2070, 2374.5,171,falling,-1.4 ,-2.2, -0.7
"Cattaraugus County, New York(7,8)",36009,***,2218.1 ,2105, 2335.7,293,falling,-0.8 ,-1.3, -0.2
"Effingham County, Illinois(6,10)",17049,***,2218 ,2043.8, 2403.1,121,stable,-4.3 ,-17.2, 10.6
"Whatcom County, Washington(7,8)",53073,***,2218 ,2143.2, 2294.8,692,falling,-1.5 ,-2.3, -0.7
"Surry County, North Carolina(6,10)",37171,***,2217.5 ,2105.4, 2334.1,298,stable,2.0 ,-8.8, 14.2
"Howard County, Nebraska(6,10)",31093,***,2217.1 ,1862, 2619.8,28,stable,3.4 ,-22.5, 38.0
"Vermilion Parish, Louisiana(7,8)",22113,***,2216.7 ,2073.9, 2366.6,182,stable,-0.6 ,-1.5, 0.3
"Carbon County, Pennsylvania(6,10)",42025,***,2216.4 ,2099, 2338.6,272,stable,-4.1 ,-10.0, 2.2
"Tift County, Georgia(7,8)",13277,***,2216.2 ,2042.3, 2401,122,stable,0.6 ,-0.6, 1.9
"Esmeralda County, Nevada(6,10)",32009,***,2216.2 ,1426.2, 3285.9,5,stable,-3.7 ,-40.4, 55.6
"Meade County, Kentucky(7,8)",21163,***,2216.1 ,1995.4, 2454.9,77,stable,-0.9 ,-2.3, 0.6
"Bolivar County, Mississippi(6,10)",28011,***,2215.7 ,2021.6, 2423.7,101,stable,-6.0 ,-18.8, 8.8
"Oconto County, Wisconsin(6,10)",55083,***,2215.7 ,2056.9, 2383.4,147,stable,-5.6 ,-17.1, 7.5
"Marshall County, Tennessee(6,10)",47117,***,2215.6 ,2024.5, 2420,103,stable,-0.5 ,-6.1, 5.4
"Kenosha County, Wisconsin(6,10)",55059,***,2215.6 ,2124.3, 2309.8,455,stable,-0.8 ,-6.0, 4.7
"Caroline County, Maryland(6,10)",24011,***,2214.9 ,2029.5, 2412.6,108,stable,-5.4 ,-10.9, 0.3
"Simpson County, Kentucky(7,8)",21213,***,2214.7 ,1967, 2485,60,stable,-0.2 ,-1.3, 0.9
"Marion County, West Virginia(6,10)",54049,***,2214.4 ,2085.2, 2349.5,224,stable,-2.1 ,-4.4, 0.3
"Piscataquis County, Maine(6,10)",23021,***,2214 ,2008.6, 2434.8,88,stable,-0.7 ,-9.7, 9.2
"McClain County, Oklahoma(6,10)",40087,***,2213.6 ,2034.6, 2404.2,117,stable,1.1 ,-4.2, 6.5
"Hall County, Nebraska(6,10)",31079,***,2213.2 ,2072, 2361.4,188,stable,-0.4 ,-9.9, 10.2
"Muscatine County, Iowa(7,8)",19139,***,2213.1 ,2049.7, 2386,140,stable,-0.3 ,-0.8, 0.2
"Knox County, Kentucky(7,8)",21121,***,2212.9 ,2030.4, 2407.6,111,stable,-0.0 ,-1.3, 1.3
"Benton County, Tennessee(6,10)",47005,***,2211.8 ,1996, 2444.7,79,stable,-2.8 ,-13.2, 8.8
"Pocahontas County, Iowa(7,8)",19151,***,2211.8 ,1892.3, 2569.5,35,stable,-0.3 ,-1.2, 0.7
"Middlesex County, Connecticut(7,8)",09007,***,2211.2 ,2133.4, 2291.2,634,falling,-0.9 ,-1.3, -0.5
"Washington County, Georgia(7)",13303,***,2211 ,1981.9, 2459.3,70,*,*,*,*
"Crawford County, Pennsylvania(6,10)",42039,***,2210.2 ,2106.3, 2317.8,348,stable,-0.4 ,-6.0, 5.5
"Somerset County, Maryland(6,10)",24039,***,2210.2 ,2002.3, 2433.7,85,stable,0.4 ,-7.7, 9.2
"Atlantic County, New Jersey(7,8)",34001,***,2210 ,2146.8, 2274.6,946,falling,-12.7 ,-20.7, -3.8
"Crawford County, Missouri(6,10)",29055,***,2209.5 ,2013.9, 2419,95,stable,4.3 ,-6.9, 16.9
"Pearl River County, Mississippi(6,10)",28109,***,2209 ,2072.7, 2352.1,203,stable,-1.9 ,-9.0, 5.8
"Lehigh County, Pennsylvania(6,10)",42077,***,2208.8 ,2153.2, 2265.5,1231,stable,-1.7 ,-5.6, 2.5
"Levy County, Florida(6,10)",12075,***,2208.8 ,2070.2, 2354.3,195,falling,-5.0 ,-8.5, -1.4
"Bartow County, Georgia(7,8)",13015,***,2208.1 ,2089.5, 2331.8,273,stable,-0.6 ,-1.2, 0.1
"Windham County, Connecticut(7,8)",09015,***,2207.9 ,2106.9, 2312.4,372,falling,-0.7 ,-1.1, -0.3
"Rowan County, Kentucky(7,8)",21205,***,2207.7 ,1977.5, 2457.5,68,stable,-6.5 ,-13.3, 0.9
"Erie County, Ohio(6,10)",39043,***,2207.5 ,2099.6, 2319.6,321,falling,-2.7 ,-5.1, -0.1
"Iron County, Missouri(6,10)",29093,***,2206.9 ,1928.5, 2514.2,46,stable,1.5 ,-3.9, 7.2
"Macoupin County, Illinois(6,10)",17117,***,2206.6 ,2066.5, 2353.6,189,stable,6.1 ,-3.2, 16.3
"Turner County, Georgia(7,8)",13287,***,2206.3 ,1877.7, 2575.9,32,stable,-0.5 ,-2.7, 1.7
"Dickson County, Tennessee(6,10)",47043,***,2206 ,2055, 2365.1,162,stable,0.5 ,-7.5, 9.2
"Jackson County, Indiana(6,10)",18071,***,2205.9 ,2047.1, 2373.6,145,stable,2.1 ,-7.1, 12.2
"Harrison County, Mississippi(6,10)",28047,***,2205.4 ,2124, 2289.1,568,stable,0.1 ,-2.9, 3.2
"Kankakee County, Illinois(6,10)",17091,***,2205 ,2103.4, 2310.2,362,stable,3.5 ,-4.7, 12.5
"Cumberland County, Kentucky(7,8)",21057,***,2204.8 ,1869.1, 2583.6,31,stable,-3.1 ,-6.5, 0.5
"Cass County, Iowa(7,8)",19029,***,2204.3 ,1966.9, 2462.3,64,stable,-0.2 ,-1.0, 0.5
"Ashland County, Wisconsin(6,10)",55003,***,2203.7 ,1956.2, 2473.8,59,stable,2.5 ,-5.2, 10.8
"West Carroll Parish, Louisiana(7,8)",22123,***,2202.8 ,1923.5, 2511.6,45,stable,-1.3 ,-3.7, 1.3
"McLean County, Kentucky(7,8)",21149,***,2202.7 ,1893.9, 2547.7,37,stable,-0.0 ,-2.2, 2.2
"Marion County, Tennessee(6,10)",47115,***,2202 ,2019.7, 2396.4,112,stable,-5.0 ,-12.3, 2.9
"McLean County, North Dakota(6,10)",38055,***,2201.4 ,1918.6, 2514.1,45,stable,-10.6 ,-27.9, 10.8
"Roscommon County, Michigan(6,10)",26143,***,2200.8 #  ,2047.8, 2362.3,157,stable,-1.5 ,-8.8, 6.4
